 0.000000, 3.041593, 0.000000, 0.000000
-0.000535, 3.042130,-0.032029, 0.032215
-0.002130, 3.043735,-0.063865, 0.064134
-0.004774, 3.046393,-0.094742, 0.095207
-0.008430, 3.050068,-0.125067, 0.125467
-0.013073, 3.054730,-0.153777, 0.154225
-0.018647, 3.060323,-0.180631, 0.181205
-0.025082, 3.066783,-0.205374, 0.206135
-0.032305, 3.074037,-0.227763, 0.228759
-0.040234, 3.082003,-0.248422, 0.249264
-0.048805, 3.090608,-0.266234, 0.266984
-0.057921, 3.099755,-0.281026, 0.281735
-0.068276, 3.109741,-0.684617, 0.489230
-0.143955, 3.152517,-3.851853, 2.073910
-0.317871, 3.244249,-6.559439, 3.414391
-0.570194, 3.374280,-8.524452, 4.353064
-0.892334, 3.536789,-10.698029, 5.333760
-1.281647, 3.728056,-12.030371, 5.854177
-1.636062, 3.902890,-9.320211, 4.690369
-1.933607, 4.052678,-8.547894, 4.306569
-2.207111, 4.190654,-7.872437, 3.979364
-2.459695, 4.318562,-7.292750, 3.701443
-2.694354, 4.437875,-6.795897, 3.462526
-2.913658, 4.549747,-6.370200, 3.253957
-3.119816, 4.655071,-6.006016, 3.068817
-3.314566, 4.754539,-5.598334, 2.903440
-3.490484, 4.849017,-4.801538, 2.777648
-3.640508, 4.939762,-4.076759, 2.683058
-3.767986, 5.027635,-3.454159, 2.609356
-3.871350, 5.113998,-2.748368, 2.577913
-3.951488, 5.199809,-2.059105, 2.576372
-4.005575, 5.286874,-1.181032, 2.655482
-4.026034, 5.378336,-0.488156, 2.713181
-4.040140, 5.467341,-0.363765, 2.627545
-4.050559, 5.553562,-0.265977, 2.546248
-4.058134, 5.637136,-0.192506, 2.468742
-4.075764, 5.713247,-0.881019, 2.090735
-4.115213, 5.777180,-1.386233, 1.789221
-4.161921, 5.835301,-1.417690, 1.698774
-4.209803, 5.890485,-1.456137, 1.613171
-4.269222, 5.938198,-1.840629, 1.374944
-4.331433, 5.982723,-1.891872, 1.297716
-4.395323, 6.024796,-1.941050, 1.227971
-4.473938, 6.058316,-2.424339, 0.954159
-4.467729, 6.132110, 2.838894, 3.501904
-4.305994, 6.281835, 6.867543, 5.490553
-4.043498, 6.481685, 8.788876, 6.456309
-3.711913, 6.716192,10.353957, 7.257904
-3.387502, 6.950348, 9.094762, 6.802907
-3.105823, 7.170947, 7.817666, 6.457765
-2.866135, 7.382346, 6.570784, 6.249624
-2.667641, 7.589068, 5.342316, 6.175950
-2.510427, 7.795489, 4.083947, 6.230989
-2.396354, 8.005956, 2.743592, 6.420538
-2.329169, 8.225247, 1.258510, 6.765237
-2.314865, 8.459110,-0.441684, 7.302409
-2.361624, 8.714700,-2.408170, 8.074025
-2.477165, 8.999635,-4.515624, 9.038524
-2.688776, 9.330952,-9.613225,11.551938
-3.003442, 9.712923,-8.733122,11.095987
-3.249830,10.061164,-5.945009, 9.779025
-3.400709,10.367742,-3.170809, 8.682118
-3.466007,10.644391,-0.811714, 7.976461
-3.424734,10.897854, 2.424415, 7.401094
-3.314080,11.141481, 4.195395, 7.252418
-3.145773,11.383664, 5.896040, 7.312290
-2.920633,11.631349, 7.616114, 7.583728
-2.637062,11.891783, 9.402162, 8.076217
-2.294144,12.171657,11.130906, 8.724978
-1.928723,12.458847,10.568274, 8.401826
-1.618382,12.717819, 8.397755, 7.316319
-1.350388,12.956439, 7.605524, 6.974649
-1.114831,13.182054, 6.505840, 6.567943
-0.917260,13.395179, 5.353274, 6.239201
-0.757834,13.599270, 4.217053, 6.026494
-0.635962,13.798255, 3.097058, 5.932059
-0.551607,13.995989, 1.958933, 5.950820
-0.506060,14.196252, 0.760215, 6.084808
-0.502150,14.403064,-0.547361, 6.346936
-0.544460,14.621103,-2.024082, 6.764114
-0.639658,14.856164,-3.728733, 7.374864
-0.795733,15.115205,-5.664440, 8.200372
-1.016894,15.403884,-7.534243, 9.100512
-1.286426,15.716593,-8.354111, 9.517395
-1.552943,16.027511,-7.370575, 9.003020
-1.767565,16.312245,-5.453099, 8.070321
-1.916802,16.566891,-3.533571, 7.242597
-2.006106,16.797581,-1.867769, 6.633959
-2.043967,17.011264,-0.437746, 6.214800
-2.037241,17.213549, 0.817732, 5.944276
-1.990776,17.408882, 1.956313, 5.794247
-1.907676,17.600993, 3.021981, 5.749367
-1.789730,17.793273, 4.053941, 5.804578
-1.637574,17.989055, 5.077959, 5.959843
-1.451288,18.191653, 6.101406, 6.212732
-1.231485,18.403965, 7.072482, 6.533845
-0.982266,18.626932, 7.822897, 6.827217
-0.715456,18.856993, 8.080765, 6.931162
-0.450617,19.085922, 7.710421, 6.762654
-0.206345,19.306036, 6.890827, 6.429182
 0.007126,19.514624, 5.905163, 6.094880
 0.161266,19.703190, 4.092776, 5.523224
 0.282936,19.884881, 3.207872, 5.392123
 0.375075,20.063581, 2.320219, 5.343787
 0.437260,20.242021, 1.404899, 5.376183
 0.468127,20.422919, 0.436285, 5.492185
 0.465363,20.609194,-0.618552, 5.700836
 0.425452,20.804201,-1.800426, 6.019877
 0.343414,21.012045,-3.152597, 6.475887
 0.216458,21.236619,-4.316541, 6.963742
 0.057376,21.476256,-5.198772, 7.407617
-0.124739,21.728181,-5.615098, 7.652633
-0.302510,21.979009,-4.871590, 7.299700
-0.441264,22.210272,-3.640247, 6.664252
-0.548499,22.424805,-2.740486, 6.182149
-0.622246,22.621776,-1.683359, 5.639874
-0.661283,22.801385,-0.676396, 5.149564
-0.668648,22.965973, 0.212752, 4.739232
-0.648421,23.118148, 0.981125, 4.402578
-0.604414,23.260144, 1.640796, 4.126433
-0.539975,23.393760, 2.211434, 3.897514
-0.457825,23.520390, 2.704586, 3.705776
-0.360350,23.641135, 3.133488, 3.543201
-0.249835,23.756833, 3.419383, 3.395791
-0.133501,23.867564, 3.478201, 3.239784
-0.018654,23.972760, 3.401720, 3.070444
 0.093181,24.072270, 3.297682, 2.898217
 0.201279,24.166031, 3.178059, 2.725353
 0.305398,24.254104, 3.060002, 2.557089
 0.405434,24.336609, 2.933955, 2.391325
 0.501072,24.413614, 2.797219, 2.227353
 0.591917,24.485164, 2.647279, 2.064196
 0.677610,24.551314, 2.489262, 1.903741
 0.757929,24.612172, 2.325856, 1.747044
 0.832708,24.667867, 2.157812, 1.594328
 0.901837,24.718550, 1.987809, 1.446617
 0.965316,24.764412, 1.819578, 1.305414
 1.023253,24.805690, 1.655974, 1.171819
 1.075809,24.842635, 1.497141, 1.045627
 1.123172,24.875504, 1.344783, 0.927323
 1.165558,24.904553, 1.198829, 0.816512
 1.203195,24.930031, 1.059903, 0.713109
 1.236258,24.952152, 0.924491, 0.614989
 1.264786,24.971045, 0.787838, 0.519385
 1.288334,24.986587, 0.625659, 0.413843
 1.308423,24.999612, 0.580274, 0.368309
 1.327058,25.011183, 0.538379, 0.326497
 1.344351,25.021416, 0.499697, 0.288053
 1.360404,25.030420, 0.463936, 0.252633
 1.375309,25.038288, 0.430804, 0.219905
 1.389150,25.045106, 0.400009, 0.189549
 1.403623,25.051757, 0.424235, 0.187686
 1.417314,25.057571, 0.397493, 0.161470
 1.430143,25.062542, 0.372540, 0.137039
 1.444057,25.067667, 0.410445, 0.144770
 1.457370,25.072134, 0.388577, 0.123488
 1.469977,25.075915, 0.368110, 0.103592
 1.481924,25.079053, 0.348835, 0.084869
 1.493244,25.081584, 0.330553, 0.067118
 1.505635,25.084368, 0.367077, 0.077156
 1.517591,25.086670, 0.350414, 0.061066
 1.529004,25.088447, 0.334485, 0.045687
 1.541808,25.090677, 0.381036, 0.061827
 1.554261,25.092501, 0.366303, 0.047701
 1.566234,25.093863, 0.352154, 0.034138
 1.577743,25.094781, 0.338441, 0.020990
 1.590714,25.096222, 0.387006, 0.039131
 1.603396,25.097318, 0.373961, 0.026712
 1.615649,25.098007, 0.361268, 0.014623
 1.627483,25.098296, 0.348794, 0.002733
 1.640795,25.099136, 0.397749, 0.021613
 1.653849,25.099663, 0.385547, 0.010057
 1.666500,25.099808, 0.373513,-0.001351
 1.681096,25.100746, 0.437904, 0.025495
 1.695495,25.101410, 0.426106, 0.014411
 1.709505,25.101708, 0.414522, 0.003522
 1.723131,25.101646, 0.403032,-0.007292
 1.738981,25.102525, 0.475804, 0.024040
 1.754651,25.103150, 0.464454, 0.013468
 1.769946,25.103425, 0.453304, 0.003078
 1.784872,25.103356, 0.442241,-0.007242
 1.799429,25.102942, 0.431154,-0.017606
 1.816340,25.103543, 0.507992, 0.015955
 1.833086,25.103902, 0.496835, 0.005631
 1.849463,25.103919, 0.485792,-0.004597
 1.865473,25.103596, 0.474754,-0.014839
 1.881112,25.102929, 0.463609,-0.025207
 1.899627,25.103537, 0.558664, 0.017454
 1.918060,25.103945, 0.547342, 0.007049
 1.936118,25.104009, 0.536151,-0.003243
 1.953804,25.103729, 0.524979,-0.013535
 1.971116,25.103105, 0.513716,-0.023938
 1.988049,25.102131, 0.502248,-0.034564
 2.007420,25.102209, 0.581765, 0.000172
 2.026614,25.102033, 0.569869,-0.010769
 2.045411,25.101490, 0.557914,-0.021789
 2.063807,25.100578, 0.545783,-0.033007
 2.085474,25.101126, 0.653685, 0.015682
 2.107055,25.101459, 0.641256, 0.004326
 2.128225,25.101416, 0.628934,-0.006943
 2.148984,25.100996, 0.616596,-0.018248
 2.169330,25.100197, 0.604122,-0.029711
 2.189256,25.099012, 0.591388,-0.041456
 2.212540,25.099323, 0.702145, 0.008387
 2.235725,25.099402, 0.688942,-0.003664
 2.258470,25.099079, 0.675763,-0.015712
 2.280775,25.098353, 0.662478,-0.027889
 2.302633,25.097217, 0.648958,-0.040325
 2.324034,25.095660, 0.635070,-0.053154
 2.348051,25.095210, 0.720401,-0.016608
 2.371820,25.094432, 0.705709,-0.030121
 2.395096,25.093199, 0.690766,-0.043913
 2.422095,25.093613, 0.813710, 0.011063
 2.448961,25.093746, 0.798293,-0.003021
 2.475315,25.093411, 0.782918,-0.017090
 2.501155,25.092606, 0.767434,-0.031293
 2.526474,25.091322, 0.751690,-0.045786
 2.556143,25.091987, 0.895220, 0.019176
 2.585713,25.092380, 0.879035, 0.004458
 2.614747,25.092285, 0.862977,-0.010161
 2.643245,25.091702, 0.846888,-0.024838
 2.671204,25.090627, 0.830610,-0.039732
 2.698615,25.089049, 0.813987,-0.055002
 2.730850,25.089646, 0.973028, 0.017324
 2.762997,25.089963, 0.955821, 0.001709
 2.794573,25.089761, 0.938714,-0.013832
 2.825578,25.089040, 0.921543,-0.029469
 2.856007,25.087793, 0.904140,-0.045368
 2.885849,25.086010, 0.886337,-0.061701
 2.921006,25.086629, 1.061149, 0.017996
 2.956069,25.086950, 1.042677, 0.001258
 2.990519,25.086714, 1.024306,-0.015408
 3.024356,25.085922, 1.005860,-0.032181
 3.057574,25.084566, 0.987160,-0.049241
 3.090162,25.082634, 0.968028,-0.066771
 3.122102,25.080107, 0.948279,-0.084957
 3.159006,25.079775, 1.112136,-0.011773
 3.195729,25.079064, 1.091175,-0.030926
 3.231749,25.077710, 1.069988,-0.050344
 3.267056,25.075702, 1.048371,-0.070233
 3.309838,25.077118, 1.298080, 0.045155
 3.352736,25.078287, 1.275861, 0.025048
 3.394900,25.078791, 1.254012, 0.005278
 3.436338,25.078640, 1.232325,-0.014366
 3.477054,25.077833, 1.210590,-0.034095
 3.517042,25.076364, 1.188601,-0.054120
 3.556289,25.074219, 1.166147,-0.074653
 3.594777,25.071379, 1.143017,-0.095912
 3.641262,25.072199, 1.409421, 0.027036
 3.687838,25.072734, 1.385184, 0.005087
 3.733610,25.072540, 1.361116,-0.016732
 3.778579,25.071617, 1.336988,-0.038653
 3.822739,25.069959, 1.312572,-0.060909
 3.866078,25.067550, 1.287637,-0.083735
 3.908573,25.064368, 1.261949,-0.107371
 3.959800,25.065173, 1.551793, 0.026063
 4.011077,25.065633, 1.524834, 0.001612
 4.061458,25.065281, 1.498022,-0.022737
 4.110944,25.064116, 1.471102,-0.047242
 4.159527,25.062127, 1.443822,-0.072162
 4.207192,25.059298, 1.415926,-0.097757
 4.253912,25.055600, 1.387159,-0.124294
 4.310024,25.056168, 1.698079, 0.018109
 4.366120,25.056311, 1.667746,-0.009500
 4.421207,25.055535, 1.637461,-0.037114
 4.475282,25.053834, 1.606942,-0.065021
 4.528331,25.051193, 1.575905,-0.093514
 4.580333,25.047590, 1.544067,-0.122887
 4.644278,25.049477, 1.939499, 0.060279
 4.708375,25.050985, 1.906418, 0.030295
 4.771378,25.051501, 1.873804, 0.000733
 4.833297,25.051035, 1.841354,-0.028720
 4.894133,25.049585, 1.808767,-0.058371
 4.953876,25.047138, 1.775745,-0.088528
 5.012508,25.043674, 1.741988,-0.119503
 5.069998,25.039159, 1.707197,-0.151610
 5.142156,25.041443, 2.197119, 0.077079
 5.214785,25.043462, 2.160739, 0.044185
 5.286213,25.044395, 2.124975, 0.011863
 5.269550,25.000996,-3.106395,-2.605513
 5.166581,24.914031,-3.071903,-2.614852
 4.994896,24.792701,-7.134507,-4.611216
 4.728194,24.624673,-8.774042,-5.422526
 4.401672,24.428100,-10.164281,-6.100329
 4.080274,24.229175,-9.128764,-5.854311
 3.793129,24.036725,-8.106069,-5.710861
 3.540013,23.847360,-7.081992,-5.668056
 3.321463,23.657775,-6.028207,-5.723979
 3.139080,23.464622,-4.902421,-5.883162
 2.995988,23.264251,-3.661905,-6.160311
 2.896869,23.052325,-2.253060,-6.582144
 2.848237,22.823434,-0.626084,-7.183985
 2.857595,22.571167, 1.211706,-7.980745
 2.928503,22.290555, 2.977270,-8.836814
 3.045226,21.987072, 3.768201,-9.240133
 3.263508,21.633562, 8.708192,-11.632929
 3.476872,21.281739, 4.785683,-9.836003
 3.563872,20.981598, 1.220843,-8.505883
 3.565559,20.709446,-1.059872,-7.879662
 3.496364,20.452991,-3.056345,-7.551480
 3.363448,20.203321,-4.899952,-7.466561
 3.169943,19.952684,-6.708828,-7.609066
 2.915414,19.693361,-8.573258,-7.990263
 2.597446,19.417276,-10.498397,-8.606398
 2.240420,19.128659,-10.756367,-8.644495
 1.904120,18.852066,-9.195280,-7.842274
 1.603405,18.593407,-8.708566,-7.616936
 1.330572,18.346905,-7.606445,-7.162280
 1.098452,18.115705,-6.317341,-6.727702
 0.909411,17.897010,-5.036203,-6.418957
 0.762458,17.686250,-3.787045,-6.250001
 0.656954,17.478871,-2.541689,-6.214746
 0.593547,17.270484,-1.252229,-6.310725
 0.574632,17.056591, 0.139082,-6.548024
 0.604685,16.832093, 1.697284,-6.952698
 0.690474,16.590743, 3.493765,-7.566835
 0.840612,16.324907, 5.548505,-8.421059
 1.060495,16.027877, 7.578546,-9.386526
 1.333819,15.704509, 8.514521,-9.860509
 1.701229,15.334737,11.672219,-11.400266
 2.037390,14.979329, 8.458126,-9.948778
 2.224930,14.681668, 3.034749,-8.085841
 2.290582,14.422538, 0.957043,-7.510823
 2.291601,14.178075,-0.863145,-7.195124
 2.234625,13.940524,-2.538715,-7.090838
 2.122840,13.703193,-4.166690,-7.181362
 1.956493,13.459535,-5.823734,-7.472651
 1.733910,13.202712,-7.536083,-7.968659
 1.455001,12.926817,-9.144374,-8.585273
 1.165523,12.648899,-7.996621,-7.981065
 0.900006,12.383472,-7.769030,-7.869880
 0.656618,12.128003,-6.749354,-7.431228
 0.453403,11.888468,-5.429469,-6.954254
 0.294902,11.663076,-4.087124,-6.593796
 0.180466,11.447225,-2.787305,-6.382369
 0.108970,11.236018,-1.502643,-6.313266
 0.080685,11.024820,-0.185267,-6.381666
 0.097655,10.808970, 1.222372,-6.594770
 0.164000,10.583294, 2.790244,-6.976757
 0.286322,10.341508, 4.590762,-7.568668
 0.473254,10.075883, 6.662462,-8.408832
 0.639664, 9.817902, 2.987919,-6.880481
 0.755833, 9.579959, 3.886795,-7.348853
 0.885267, 9.334977, 3.179411,-6.994398
 0.981644, 9.107094, 2.505577,-6.627471
 1.034113, 8.901786, 1.021418,-5.872103
 1.050899, 8.714818,-0.005364,-5.354752
 1.034778, 8.544024,-0.942237,-4.906021
 0.989413, 8.386899,-1.759299,-4.533662
 0.918739, 8.241051,-2.461097,-4.227551
 0.826350, 8.104492,-3.066792,-3.973817
 0.715196, 7.975672,-3.587960,-3.761524
 0.588558, 7.853361,-3.892442,-3.582648
 0.456426, 7.736709,-3.939491,-3.415202
 0.326513, 7.625718,-3.844502,-3.242981
 0.200189, 7.520534,-3.723967,-3.066349
 0.077972, 7.421253,-3.598363,-2.888571
-0.040343, 7.327810,-3.490681,-2.716205
-0.155106, 7.240043,-3.386211,-2.548084
-0.266298, 7.157829,-3.277208,-2.383108
-0.373728, 7.081068,-3.161483,-2.221035
-0.477128, 7.009677,-3.036385,-2.061100
-0.576150, 6.943601,-2.899649,-1.902370
-0.670413, 6.882801,-2.751764,-1.744800
-0.759532, 6.827249,-2.591862,-1.587731
-0.843012, 6.776976,-2.414125,-1.428260
-0.919847, 6.732255,-2.193549,-1.254678
-0.988619, 6.693563,-2.013723,-1.104235
-1.057590, 6.656981,-2.037107,-1.051374
-1.124130, 6.623552,-1.955335,-0.955123
-1.187956, 6.593250,-1.874474,-0.863854
-1.249118, 6.565905,-1.795632,-0.777753
-1.307696, 6.541342,-1.719591,-0.696857
-1.363794, 6.519391,-1.646848,-0.621072
-1.417526, 6.499883,-1.577666,-0.550199
-1.472043, 6.481178,-1.610907,-0.532277
-1.524709, 6.464470,-1.549678,-0.471000
-1.575397, 6.449730,-1.492185,-0.414053
-1.624227, 6.436822,-1.438221,-0.361054
-1.671314, 6.425620,-1.387514,-0.311604
-1.720076, 6.414372,-1.447311,-0.318619
-1.767568, 6.404476,-1.402715,-0.275685
-1.813621, 6.395961,-1.360881,-0.235624
-1.858320, 6.388740,-1.321481,-0.198065
-1.901743, 6.382733,-1.284185,-0.162643
-1.947808, 6.375958,-1.374337,-0.191629
-1.993055, 6.370101,-1.340783,-0.160118
-2.037213, 6.365264,-1.308999,-0.130376
-2.080338, 6.361393,-1.278691,-0.102097
-2.122472, 6.358444,-1.249572,-0.074985
-2.168433, 6.354000,-1.377906,-0.126924
-2.213910, 6.350186,-1.350917,-0.102120
-2.258507, 6.347179,-1.325118,-0.078483
-2.302262, 6.344943,-1.300262,-0.055760
-2.345199, 6.343454,-1.276110,-0.033710
-2.387341, 6.342691,-1.252428,-0.012095
-2.428697, 6.342645,-1.228987, 0.009316
-2.474021, 6.340942,-1.360711,-0.046804
-2.518991, 6.339732,-1.337605,-0.025910
-2.563199, 6.339211,-1.314883,-0.005365
-2.606652, 6.339373,-1.292326, 0.015051
-2.649353, 6.340215,-1.269720, 0.035556
-2.697029, 6.338884,-1.435226,-0.037808
-2.744490, 6.337964,-1.412498,-0.017420
-2.791199, 6.337720,-1.390063, 0.002709
-2.837162, 6.338144,-1.367707, 0.022798
-2.882378, 6.339241,-1.345218, 0.043059
-2.926839, 6.341019,-1.322384, 0.063710
-2.976754, 6.340388,-1.503056,-0.017048
-3.026463, 6.340171,-1.479540, 0.004016
-3.075391, 6.340655,-1.456095, 0.025049
-3.123535, 6.341843,-1.432500, 0.046276
-3.170887, 6.343745,-1.408531, 0.067922
-3.225816, 6.342192,-1.661637,-0.048569
-3.280794, 6.340937,-1.637138,-0.026780
-3.334963, 6.340402,-1.613039,-0.005353
-3.388332, 6.340579,-1.589110, 0.015942
-3.440903, 6.341466,-1.565129, 0.037332
-3.492671, 6.343071,-1.540871, 0.059045
-3.543622, 6.345409,-1.516109, 0.081310
-3.593737, 6.348501,-1.490617, 0.104362
-3.652075, 6.347841,-1.764362,-0.021561
-3.710441, 6.347521,-1.737611, 0.002322
-3.767917, 6.347995,-1.710963, 0.026145
-3.824503, 6.349266,-1.684171, 0.050163
-3.880191, 6.351344,-1.656985, 0.074628
-3.934962, 6.354249,-1.629156, 0.099797
-3.988791, 6.358008,-1.600431, 0.125932
-4.051507, 6.357739,-1.895403,-0.008910
-4.114180, 6.357898,-1.865023, 0.018413
-4.175841, 6.358968,-1.834599, 0.045834
-4.236483, 6.360957,-1.803850, 0.073642
-4.296091, 6.363885,-1.772496, 0.102125
-4.354640, 6.367777,-1.740254, 0.131578
-4.422994, 6.367239,-2.064546,-0.016178
-4.491247, 6.367210,-2.030634, 0.014429
-4.558370, 6.368201,-1.996738, 0.045081
-4.624359, 6.370219,-1.962549, 0.076095
-4.689200, 6.373282,-1.927759, 0.107793
-4.752866, 6.377417,-1.892057, 0.140498
-4.828343, 6.376180,-2.283501,-0.039007
-4.815200, 6.419545, 3.052694, 2.629978
-4.714051, 6.507324, 3.015976, 2.639026
-4.548350, 6.627437, 6.836583, 4.517115
-4.291384, 6.792409, 8.490069, 5.334326
-3.974065, 6.986151, 9.896233, 6.018564
-3.661086, 7.182517, 8.877278, 5.777426
-3.381825, 7.372504, 7.886624, 5.639829
-3.135555, 7.559530, 6.887916, 5.597780
-2.922998, 7.746739, 5.859357, 5.650833
-2.745729, 7.937351, 4.766753, 5.803044
-2.606567, 8.134865, 3.564055, 6.067885
